"X","Deal.Type","Primary.Asset.Type","Investors.Buyers.Firms.","Bought.From.Sellers.Firms.","Asset.Cities","Assets.Types","Assets","Buyer.Type","Seller.Type","Deal.Size.Usd.Mn.","No.Of.Assets","Total.Size.Sq.Ft.","distance.x","Year_Month","Town","distance","Fed_Rate","Labor_Force","Employment","Unemployment","Unemployment_Rate","HomeValue","Date_Year","Estimate.Own.children.under.6.years","Estimate.Own.children.6.to.17.years","Estimate.Car..truck..or.van....drove.alone","Estimate.Car..truck..or.van....carpooled","Estimate.Public.transportation..excluding.taxicab.","Estimate.Walked","Estimate.Worked.at.home","Estimate.Mean.travel.time.to.work..minutes.","Estimate.Management..business..science..and.arts.occupations","Estimate.Service.occupations","Estimate.Sales.and.office.occupations","Estimate.Natural.resources..construction..and.maintenance.occupations","Estimate.Production..transportation..and.material.moving.occupations","Estimate.Agriculture..forestry..fishing.and.hunting..and.mining","Estimate.Construction","Estimate.Manufacturing","Estimate.Wholesale.trade","Estimate.Retail.trade","Estimate.Transportation.and.warehousing..and.utilities","Estimate.Information","Estimate.Finance.and.insurance..and.real.estate.and.rental.and.leasing","Estimate.Professional..scientific..and.management..and.administrative.and.waste.management.services","Estimate.Educational.services..and.health.care.and.social.assistance","Estimate.Arts..entertainment..and.recreation..and.accommodation.and.food.services","Estimate.Other.services..except.public.administration","Estimate.Public.administration","Estimate.Private.wage.and.salary.workers","Estimate.Government.workers","Estimate.Self.employed.in.own.not.incorporated.business.workers","Estimate.Unpaid.family.workers","Estimate.Median.household.income..dollars.","Estimate.With.earnings","Estimate.With.Social.Security","Estimate.With.retirement.income","Estimate.With.Supplemental.Security.Income","Estimate.With.cash.public.assistance.income","Estimate.With.Food.Stamp.SNAP.benefits.in.the.past.12.months","Estimate.With.health.insurance.coverage","Estimate.With.health.insurance.coverage..With.private.health.insurance","Estimate.With.health.insurance.coverage..With.public.coverage","Estimate.No.health.insurance.coverage","Opportunity_Zone","Year","Address","longitude","latitude","long_center","lat_center","sanity_check","full_address","lat.census.town","lon.census.town"
349,"Single Asset","Office","Rockpoint Group","Blackstone Group","Los Angeles","Office","Miracle Mile","Fund Manager","Fund Manager",215,NA,445004,NA,"2017-09","Los Angeles",9829.91358793275,1.15,6733268,6435632,297636,4.4,697474.590246847,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"Miracle Mile, Los Angeles, California",-118.3491169,34.059534,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
340,"Single Asset","Industrial","Westcore Properties","Bridge Industrial","Los Angeles","Industrial, Distribution Warehouse","13915 Maryton Avenue","Fund Manager","Fund Manager",215,NA,74038,NA,"2017-10","Los Angeles",24101.5843828479,1.15,6732981,6438309,294672,4.4,690139.268118464,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"13915 Maryton Avenue, Los Angeles, California",-118.0521335,33.905749,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
341,"Single Asset","Office","Swift Real Estate Partners","Curo Enterprises","Los Angeles","Office","Lankershim Media Center","Fund Manager","Fund Manager",23.5,NA,73949,NA,"2017-10","Los Angeles",6168.44741796408,1.15,6732981,6438309,294672,4.4,690139.268118464,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"Lankershim Media Center, Los Angeles, California",-118.242797,34.109103,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
342,"Single Asset","Office","Stanton Road Capital","Unidentified Seller/s","Los Angeles","Office","898 Pacific Coast Highway","Fund Manager","Other",23.5,NA,91926,NA,"2017-10","Los Angeles",29247.5697022949,1.15,6732981,6438309,294672,4.4,690139.268118464,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"898 Pacific Coast Highway, Los Angeles, California",-118.2520097,33.7910675,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
333,"Single Asset","Residential","Unidentified Buyer/s","Triwest Development","Los Angeles","Single Family, Residential","12090 Chalon Road","Other","Fund Manager",4.883,1,12189,NA,"2017-12","Los Angeles",22573.1929331262,1.3,6730338,6441172,289166,4.3,694436.918018255,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"12090 Chalon Road, Los Angeles, California",-118.4847422,34.0843706,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
326,"Portfolio","Office","Beacon Capital Partners","LBA Realty","Los Angeles","Office","5245 Pacific Concourse Drive, 5220 Pacific Concourse Drive, 5230 Pacific Concourse Drive","Fund Manager","Fund Manager",42.5,NA,226569,NA,"2018-03","Los Angeles",18402.268427647,1.51,6736362,6450129,286233,4.2,725377.030735697,2018,"260563","509901","1394185","177551","175196","69871","127865",32.4,"786624","434095","421144","160765","257509",7596,136681,155677,54081,203942,107868,121905,120293,288664,404608,271600,141258,45964,1624252,190318,241562,4005,62474,1153496,316077,125027,95961,47157,129515,3523994,2133353,1642314,437497,1,2018,"5245 Pacific Concourse Drive, Los Angeles, California",-118.3725159,33.9281748,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
315,"Single Asset","Residential","Goldman Sachs Asset Management, Magnolia Capital","Lasalle Investment Management","Los Angeles","Office, Residential, Multi-Family, Mid/High Rise Multi-Family","Canvas L.A.","Fund Manager, Fund Manager","Fund Manager",88.3,NA,173686,NA,"2018-06","Los Angeles",1202.36899245612,1.82,6732789,6448763,284026,4.2,779293.409892222,2018,"260563","509901","1394185","177551","175196","69871","127865",32.4,"786624","434095","421144","160765","257509",7596,136681,155677,54081,203942,107868,121905,120293,288664,404608,271600,141258,45964,1624252,190318,241562,4005,62474,1153496,316077,125027,95961,47157,129515,3523994,2133353,1642314,437497,1,2018,"Canvas L.A., Los Angeles, California",-118.2533416,34.0600072,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
305,"Single Asset","Office","JP Morgan Asset Management","Westbrook Partners, Ocean West Capital Partners","Los Angeles","Creative/Loft, Office","Westwood Terrace","Fund Manager","Fund Manager, Fund Manager",92.5,1,164683,NA,"2018-08","Los Angeles",18635.6903835145,1.91,6728718,6445508,283210,4.2,798651.376138688,2018,"260563","509901","1394185","177551","175196","69871","127865",32.4,"786624","434095","421144","160765","257509",7596,136681,155677,54081,203942,107868,121905,120293,288664,404608,271600,141258,45964,1624252,190318,241562,4005,62474,1153496,316077,125027,95961,47157,129515,3523994,2133353,1642314,437497,1,2018,"Westwood Terrace, Los Angeles, California",-118.4447246,34.048617,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
300,"Single Asset","Residential","Clarion Partners","Unidentified Seller/s","Los Angeles","Residential, Multi-Family","Reveal Playa Vista","Fund Manager","Other",117.5,NA,NA,NA,"2018-09","Los Angeles",19353.2218912412,1.95,6732097,6448135,283962,4.2,811313.335833385,2018,"260563","509901","1394185","177551","175196","69871","127865",32.4,"786624","434095","421144","160765","257509",7596,136681,155677,54081,203942,107868,121905,120293,288664,404608,271600,141258,45964,1624252,190318,241562,4005,62474,1153496,316077,125027,95961,47157,129515,3523994,2133353,1642314,437497,1,2018,"Reveal Playa Vista, Los Angeles, California",-118.4278565,33.971923,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
293,"Single Asset","Office","Arsenale","Unidentified Seller/s","Los Angeles","Office, Creative/Loft","621 Hawaii Street","Fund Manager","Other",117.5,1,49307,NA,"2018-11","Los Angeles",20853.6125130319,2.2,6744157,6457897,286260,4.2,845413.822435723,2018,"260563","509901","1394185","177551","175196","69871","127865",32.4,"786624","434095","421144","160765","257509",7596,136681,155677,54081,203942,107868,121905,120293,288664,404608,271600,141258,45964,1624252,190318,241562,4005,62474,1153496,316077,125027,95961,47157,129515,3523994,2133353,1642314,437497,1,2018,"621 Hawaii Street, Los Angeles, California",-118.3821274,33.9062522,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
286,"Single Asset","Niche","Hackman Capital","CBS Corporation","Los Angeles","Niche, Office","CBS Television City","Fund Manager","Other",750,NA,192799,NA,"2018-12","Los Angeles",11077.7048373193,2.27,6746997,6460297,286700,4.2,858198.630186004,2018,"260563","509901","1394185","177551","175196","69871","127865",32.4,"786624","434095","421144","160765","257509",7596,136681,155677,54081,203942,107868,121905,120293,288664,404608,271600,141258,45964,1624252,190318,241562,4005,62474,1153496,316077,125027,95961,47157,129515,3523994,2133353,1642314,437497,1,2018,"CBS Television City, Los Angeles, California",-118.3600953,34.0750356,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
277,"Single Asset","Industrial","Westcore Properties","Unidentified Seller/s","Los Angeles","Industrial, Distribution Warehouse","555 West Danlee Street","Fund Manager","Other",8.8,NA,47000,NA,"2019-02","Los Angeles",31672.9054441977,2.4,6738881,6455419,283462,4.2,861960.235228616,2019,"256051","505175","1409553","179279","177099","68244","130409",33,"839915","429443","395440","162408","242675",8215,141218,141268,55352,200123,105222,128934,120546,315283,409765,265502,126274,52179,1629389,204805,231869,3818,67418,1159078,321529,194242,94552,52213,141302,3502171,2137627,1613276,447026,1,2019,"555 West Danlee Street, Los Angeles, California",-117.9140757,34.1365473,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
272,"Single Asset","Office","Access Industries","Shorenstein Properties","Los Angeles","Office","777 South Santa Fe Avenue","Fund Manager","Fund Manager",195.3,NA,271000,NA,"2019-03","Los Angeles",2597.27909271568,2.41,6730632,6450637,279995,4.2,849775.062436095,2019,"256051","505175","1409553","179279","177099","68244","130409",33,"839915","429443","395440","162408","242675",8215,141218,141268,55352,200123,105222,128934,120546,315283,409765,265502,126274,52179,1629389,204805,231869,3818,67418,1159078,321529,194242,94552,52213,141302,3502171,2137627,1613276,447026,1,2019,"777 South Santa Fe Avenue, Los Angeles, California",-118.2302763,34.03278,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
276,"Single Asset","Residential","Unidentified Buyer/s","Triwest Development","Los Angeles","Single Family, Residential","4435 Lindblade Dr","Other","Fund Manager",2.135,1,3116,NA,"2019-03","Los Angeles",17676.9022649953,2.41,6730632,6450637,279995,4.2,849775.062436095,2019,"256051","505175","1409553","179279","177099","68244","130409",33,"839915","429443","395440","162408","242675",8215,141218,141268,55352,200123,105222,128934,120546,315283,409765,265502,126274,52179,1629389,204805,231869,3818,67418,1159078,321529,194242,94552,52213,141302,3502171,2137627,1613276,447026,1,2019,"4435 Lindblade Dr, Los Angeles, California",-118.4205682,33.9945315,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
266,"Single Asset","Residential","Unidentified Buyer/s","Triwest Development","Los Angeles","Multi-Family, Residential, Garden/Low Rise Multi-Family","3329 Merced Street","Other","Fund Manager",1.1,1,2703,NA,"2019-04","Los Angeles",4653.19758880293,2.42,6725288,6449085,276203,4.1,834077.766337176,2019,"256051","505175","1409553","179279","177099","68244","130409",33,"839915","429443","395440","162408","242675",8215,141218,141268,55352,200123,105222,128934,120546,315283,409765,265502,126274,52179,1629389,204805,231869,3818,67418,1159078,321529,194242,94552,52213,141302,3502171,2137627,1613276,447026,1,2019,"3329 Merced Street, Los Angeles, California",-118.2232173,34.0922275,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
268,"Single Asset","Office","TPG Angelo Gordon, Ocean West Capital Partners, Tiger Alternative Investors","Blackstone Group","Los Angeles","Office","One MacArthur Place","Fund Manager, Fund Manager, Fund Manager","Fund Manager",54,NA,210025,NA,"2019-04","Los Angeles",37758.5396265063,2.42,6725288,6449085,276203,4.1,834077.766337176,2019,"256051","505175","1409553","179279","177099","68244","130409",33,"839915","429443","395440","162408","242675",8215,141218,141268,55352,200123,105222,128934,120546,315283,409765,265502,126274,52179,1629389,204805,231869,3818,67418,1159078,321529,194242,94552,52213,141302,3502171,2137627,1613276,447026,1,2019,"One MacArthur Place, Los Angeles, California",-118.2867131,33.7164679,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
256,"Single Asset","Residential","Unidentified Buyer/s","Timberlane Partners","Los Angeles","Residential, Multi-Family","Detroit","Other","Fund Manager",54,NA,NA,NA,"2019-06","Los Angeles",9532.98886821512,2.38,6733116,6461972,271144,4,813713.922523158,2019,"256051","505175","1409553","179279","177099","68244","130409",33,"839915","429443","395440","162408","242675",8215,141218,141268,55352,200123,105222,128934,120546,315283,409765,265502,126274,52179,1629389,204805,231869,3818,67418,1159078,321529,194242,94552,52213,141302,3502171,2137627,1613276,447026,1,2019,"Detroit, Los Angeles, California",-118.3451251,34.0656305,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
257,"Single Asset","Residential","Unidentified Buyer/s","Timberlane Partners","Los Angeles","Residential, Multi-Family, Garden/Low Rise Multi-Family","Echo Park","Other","Fund Manager",54,NA,17740,NA,"2019-06","Los Angeles",3168.56009195653,2.38,6733116,6461972,271144,4,813713.922523158,2019,"256051","505175","1409553","179279","177099","68244","130409",33,"839915","429443","395440","162408","242675",8215,141218,141268,55352,200123,105222,128934,120546,315283,409765,265502,126274,52179,1629389,204805,231869,3818,67418,1159078,321529,194242,94552,52213,141302,3502171,2137627,1613276,447026,1,2019,"Echo Park, Los Angeles, California",-118.2604694,34.0780857,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
260,"Single Asset","Residential","Raintree Partners","Unidentified Seller/s","Los Angeles","Multi-Family, Residential","535 North Hobart Apartments","Fund Manager","Other",54,1,NA,NA,"2019-06","Los Angeles",6564.18007425638,2.38,6733116,6461972,271144,4,813713.922523158,2019,"256051","505175","1409553","179279","177099","68244","130409",33,"839915","429443","395440","162408","242675",8215,141218,141268,55352,200123,105222,128934,120546,315283,409765,265502,126274,52179,1629389,204805,231869,3818,67418,1159078,321529,194242,94552,52213,141302,3502171,2137627,1613276,447026,1,2019,"535 North Hobart Apartments, Los Angeles, California",-118.3059196,34.0808981,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
252,"Single Asset","Residential","Unidentified Buyer/s","Triwest Development","Los Angeles","Residential","2637-2649 Granada Street","Other","Fund Manager",3.502,1,6275,NA,"2019-07","Los Angeles",4771.71426509522,2.4,6745868,6475323,270545,4,808577.475121143,2019,"256051","505175","1409553","179279","177099","68244","130409",33,"839915","429443","395440","162408","242675",8215,141218,141268,55352,200123,105222,128934,120546,315283,409765,265502,126274,52179,1629389,204805,231869,3818,67418,1159078,321529,194242,94552,52213,141302,3502171,2137627,1613276,447026,1,2019,"2637-2649 Granada Street, Los Angeles, California",-118.2294737,34.0951178,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
240,"Single Asset","Industrial","Realterm","Unidentified Seller/s","Los Angeles","Distribution Warehouse, Industrial, Manufacturing, Office","14601 South Broadway","Fund Manager","Other",3.502,1,59869,NA,"2019-11","Los Angeles",17522.368416332,1.55,6825263,6546170,279093,4.1,840143.158637198,2019,"256051","505175","1409553","179279","177099","68244","130409",33,"839915","429443","395440","162408","242675",8215,141218,141268,55352,200123,105222,128934,120546,315283,409765,265502,126274,52179,1629389,204805,231869,3818,67418,1159078,321529,194242,94552,52213,141302,3502171,2137627,1613276,447026,1,2019,"14601 South Broadway, Los Angeles, California",-118.2796035,33.8992775,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
234,"Single Asset","Residential","Unidentified Buyer/s","Triwest Development","Los Angeles","Single Family, Residential","251 S Medio Dr","Other","Fund Manager",6.15,1,5980,NA,"2019-12","Los Angeles",21976.791389994,1.55,6847161,6562908,284253,4.2,850443.699561166,2019,"256051","505175","1409553","179279","177099","68244","130409",33,"839915","429443","395440","162408","242675",8215,141218,141268,55352,200123,105222,128934,120546,315283,409765,265502,126274,52179,1629389,204805,231869,3818,67418,1159078,321529,194242,94552,52213,141302,3502171,2137627,1613276,447026,1,2019,"251 S Medio Dr, Los Angeles, California",-118.4810484,34.0533112,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
228,"Single Asset","Residential","Unidentified Buyer/s","Triwest Development","Los Angeles","Single Family, Residential","8366 Sunset View Drive","Other","Fund Manager",13,1,8771,NA,"2020-01","Los Angeles",12935.9695230957,1.55,6868571,6578886,289685,4.2,859499.795922607,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2020,"8366 Sunset View Drive, Los Angeles, California",-118.3719478,34.0990202,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
221,"Single Asset","Residential","JP Morgan Asset Management","Sares Regis Group","Los Angeles","Residential, Multi-Family, Mid/High Rise Multi-Family","Arrive Wakaba","Fund Manager","Fund Manager",115.8,NA,293303,NA,"2020-02","Los Angeles",506.38111231271,1.58,6890184,6594857,295327,4.3,864538.406390166,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2020,"Arrive Wakaba, Los Angeles, California",-118.2421776,34.0491682,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
